user_id,join_date,country,device_type,subscription_type
u481751,2022-12-27,AU,Windows,enterprise
u362972,2021-02-21,MX,Android Tablet,premium
u770313,2022-03-06,CA,Windows,free
u583448,2021-01-23,MX,Mac,enterprise
u521475,2020-11-16,UK,iPhone,enterprise
u689734,2021-10-25,BR,Windows,premium
u895259,2020-03-12,MX,Mac,enterprise
u251665,2023-07-03,US,iPad,free
u254992,2021-03-24,JP,Android Tablet,free
u423923,2022-10-13,BR,iPad,enterprise
u618458,2022-09-06,AU,Mac,premium
u589277,2022-03-18,FR,Android Tablet,free
u091989,2023-01-16,UK,Windows,enterprise
u075865,2022-01-25,IN,Android Phone,basic
u486728,2022-09-01,MX,Windows,premium
u579339,2020-06-30,CA,Android Phone,free
u509662,2022-09-17,MX,Mac,basic
u403497,2022-09-10,BR,Mac,free
u703733,2020-06-30,UK,Android Tablet,premium
u229137,2020-07-01,MX,iPhone,enterprise
u923230,2022-10-07,US,Mac,enterprise
u698655,2021-08-24,MX,Android Phone,enterprise
u585480,2023-08-19,AU,Android Phone,premium
u702585,2022-12-04,CA,iPhone,premium
u491236,2022-12-02,FR,Windows,basic
u158138,2020-11-25,MX,Android Phone,basic
u806507,2023-02-09,AU,Mac,basic
u641692,2022-07-05,UK,Mac,free
u856428,2023-05-04,MX,Android Phone,basic
u737207,2021-02-02,UK,Android Tablet,enterprise
u078181,2023-07-18,CA,Android Tablet,enterprise
u168495,2022-04-07,BR,Windows,basic
u440152,2021-03-02,AU,iPad,premium
u877682,2021-11-18,UK,Mac,basic
u754685,2022-06-10,JP,iPhone,free
u782152,2023-06-19,UK,iPhone,free
u630618,2021-01-27,US,iPhone,free
u881675,2022-10-23,MX,iPhone,free
u554275,2022-09-20,BR,Windows,basic
u691043,2023-06-05,MX,Mac,free
u233973,2022-08-11,MX,Android Tablet,free
u837896,2020-05-15,IN,Mac,basic
u067949,2021-04-30,CA,Mac,free
u096015,2023-04-25,CA,Android Tablet,enterprise
u142950,2022-02-04,UK,Windows,enterprise
u654458,2022-04-29,DE,Android Phone,basic
u545100,2021-04-29,FR,iPhone,premium
u077512,2021-04-24,CA,iPad,premium
u752876,2023-04-20,MX,iPad,enterprise
u447065,2023-04-09,BR,Android Phone,premium
u603713,2022-12-13,UK,iPad,basic
u327507,2021-10-11,FR,iPad,free
u896385,2020-06-13,JP,Windows,free
u976553,2022-07-17,DE,Windows,enterprise
u284782,2021-09-29,DE,Mac,basic
u190664,2022-01-20,JP,Mac,free
u319310,2023-10-01,BR,Android Tablet,premium
u454024,2023-11-03,UK,iPad,basic
u071782,2022-04-24,IN,Android Phone,enterprise
u459856,2023-05-06,IN,Mac,free
u505171,2020-11-07,IN,Android Phone,free
u985450,2023-06-20,AU,iPad,basic
u202077,2023-06-03,DE,iPad,free
u619430,2020-07-20,IN,Mac,basic
u629071,2020-08-06,MX,Android Phone,free
u949401,2021-07-05,US,Android Phone,free
u612201,2021-09-09,CA,Android Phone,basic
u206052,2022-01-30,IN,Android Tablet,free
u316400,2023-02-02,UK,iPad,basic
u135474,2021-03-13,US,Android Phone,enterprise
u617614,2021-08-21,CA,Android Phone,free
u626442,2020-05-06,IN,Android Phone,free
u378379,2020-12-12,UK,Android Tablet,premium
u459299,2020-09-28,BR,Android Tablet,premium
u417737,2021-11-20,BR,iPad,premium
u825848,2023-04-17,US,Mac,enterprise
u232430,2022-09-14,AU,Windows,enterprise
u981231,2023-11-13,US,Windows,premium
u979544,2020-04-05,DE,Mac,premium
u481363,2021-04-07,IN,Android Phone,free
u962925,2023-06-13,BR,Android Phone,enterprise
u222286,2022-01-06,JP,iPhone,premium
u424628,2021-05-31,UK,Android Tablet,premium
u517366,2020-01-19,BR,iPhone,premium
u891211,2022-10-25,FR,iPhone,enterprise
u455504,2022-05-14,MX,Windows,free
u120439,2022-04-18,MX,Android Tablet,basic
u952225,2023-10-01,UK,Mac,free
u917480,2020-12-06,US,iPad,premium
u040158,2023-12-08,CA,iPhone,enterprise
u931099,2020-03-06,UK,Android Phone,free
u555547,2021-01-29,AU,Mac,basic
u261883,2023-09-12,AU,Windows,premium
u122305,2021-09-24,FR,iPad,free
u857346,2020-04-06,US,Windows,free
u991759,2023-06-25,IN,iPhone,basic
u580822,2023-07-02,AU,iPhone,basic
u890061,2022-12-12,BR,Android Tablet,free
u548035,2023-03-14,CA,Android Tablet,enterprise
u842686,2021-01-19,FR,iPad,premium
u948951,2023-08-22,JP,Windows,premium
u697794,2023-05-14,US,Android Phone,basic
u543078,2022-05-25,US,Android Phone,basic
u342994,2022-07-28,AU,iPad,basic
u917222,2022-12-31,US,Android Phone,free
u273199,2021-10-27,DE,Android Phone,free
u997492,2022-10-13,UK,Android Tablet,premium
u829893,2021-02-11,DE,Windows,enterprise
u247832,2021-04-12,BR,Android Tablet,basic
u429514,2023-05-25,FR,iPad,free
u993746,2022-11-17,AU,iPad,premium
u100406,2021-07-27,UK,Mac,enterprise
u355894,2023-03-06,UK,Mac,free
u805159,2021-05-29,MX,Mac,enterprise
u796386,2020-12-01,IN,Android Tablet,enterprise
u794345,2023-09-07,IN,Mac,free
u531268,2022-01-03,UK,Android Phone,enterprise
u502479,2022-02-21,US,Mac,enterprise
u689572,2020-11-17,MX,Windows,enterprise
u053472,2020-03-14,UK,Android Phone,enterprise
u956192,2020-09-21,IN,Android Phone,basic
u048998,2022-03-16,MX,Mac,free
u512812,2023-12-01,UK,Windows,premium
u783588,2021-07-27,FR,Android Tablet,free
u561929,2022-02-08,AU,iPhone,premium
u887413,2020-05-07,JP,iPad,free
u845715,2023-07-28,IN,Android Phone,premium
u462528,2021-02-12,CA,Windows,basic
u592422,2020-03-04,DE,Windows,enterprise
u761383,2020-11-25,IN,Mac,free
u576300,2021-09-21,US,Mac,free
u988908,2022-12-11,UK,iPad,basic
u601574,2020-03-18,JP,Mac,basic
u375249,2022-02-25,IN,iPad,premium
u402293,2021-07-04,IN,Windows,basic
u989321,2021-01-02,MX,iPad,free
u032142,2023-02-25,FR,Android Phone,free
u265146,2020-06-21,CA,Android Tablet,basic
u263300,2023-04-11,JP,Android Phone,enterprise
u429973,2021-07-06,IN,iPad,enterprise
u664225,2020-02-11,CA,Android Phone,basic
u460455,2020-03-11,AU,Mac,free
u279685,2021-10-17,CA,Mac,basic
u234832,2022-12-11,BR,Windows,basic
u597249,2023-12-12,US,Android Tablet,basic
u437475,2023-08-05,FR,Android Phone,basic
u139310,2023-06-10,MX,iPad,enterprise
u989511,2021-08-03,IN,Android Phone,free
u579575,2022-01-29,DE,Android Tablet,basic
u145812,2022-09-18,IN,iPhone,premium
u333175,2021-04-23,JP,Windows,basic
u906835,2021-12-24,IN,iPhone,free
u165111,2021-10-22,DE,Mac,premium
u859333,2020-06-16,CA,Android Phone,basic
u936596,2022-08-20,US,iPad,basic
u210939,2020-11-28,AU,iPad,premium
u032709,2021-10-16,UK,Android Tablet,enterprise
u108930,2020-06-08,FR,Mac,basic
u466769,2023-10-23,AU,Android Tablet,enterprise
u799071,2020-06-29,US,Windows,free
u669219,2022-03-04,FR,Windows,free
u125450,2021-12-01,AU,iPhone,premium
u784609,2020-02-09,UK,iPad,basic
u405855,2020-09-05,US,iPhone,premium
u468567,2021-05-28,IN,Android Phone,enterprise
u202754,2023-03-18,FR,iPhone,premium
u624701,2020-03-09,BR,Android Phone,basic
u482942,2020-12-04,UK,Android Tablet,free
u353730,2021-06-04,UK,Windows,premium
u459286,2023-12-03,UK,Android Phone,basic
u724234,2022-03-14,DE,iPad,enterprise
u044768,2021-07-25,AU,Mac,enterprise
u556939,2021-08-21,MX,iPhone,premium
u331881,2021-11-23,JP,iPad,premium
u473333,2020-02-12,AU,iPad,enterprise
u260989,2021-08-13,DE,Android Tablet,basic
u388345,2023-06-17,FR,iPhone,premium
u299367,2022-12-02,CA,Windows,free
u785590,2020-10-29,DE,Android Phone,premium
u635045,2023-07-09,FR,Android Phone,free
u405970,2023-02-05,IN,Mac,enterprise
u416527,2022-04-05,CA,iPad,premium
u087705,2020-11-17,AU,Mac,free
u486897,2022-06-28,FR,iPhone,basic
u012722,2020-12-18,FR,Windows,enterprise
u069080,2022-11-20,AU,Android Phone,free
u244720,2020-10-25,JP,Windows,premium
u369451,2022-10-19,UK,Mac,premium
u324950,2020-12-23,MX,Android Phone,premium
u650436,2021-04-03,JP,Android Tablet,free
u972045,2023-06-20,UK,iPad,premium
u387636,2022-07-20,BR,iPad,free
u970487,2021-07-02,BR,Windows,basic
u024991,2022-10-09,MX,Android Phone,enterprise
u747505,2021-03-02,JP,Android Tablet,free
u418515,2021-05-28,DE,iPhone,free
u072413,2023-10-20,UK,Android Phone,free
u873741,2023-01-12,UK,Mac,premium
u240053,2022-11-18,JP,Windows,basic
u036536,2020-01-15,DE,Windows,premium
u711835,2023-05-28,UK,Windows,basic
u172741,2023-10-23,US,iPad,free
u060240,2022-09-06,CA,Mac,enterprise
u630146,2022-12-31,AU,Android Tablet,enterprise
u879225,2023-01-15,AU,Android Tablet,basic
u663794,2023-12-31,JP,Windows,basic
u769188,2022-09-21,DE,iPhone,enterprise
u005096,2020-06-19,FR,Mac,premium
u780257,2022-11-27,BR,Android Tablet,free
u449794,2022-02-28,UK,Windows,enterprise
u571389,2022-07-27,BR,iPad,basic
u782495,2020-12-15,JP,Windows,basic
u037949,2020-04-21,UK,Mac,enterprise
u629881,2021-09-26,FR,iPhone,free
u585701,2021-03-20,FR,iPad,basic
u251000,2022-06-18,FR,Android Tablet,premium
u421651,2022-11-27,CA,iPad,basic
u801266,2021-01-07,IN,Mac,premium
u634810,2022-05-23,FR,Android Phone,enterprise
u217869,2020-12-23,MX,Mac,basic
u999251,2020-02-26,UK,Windows,premium
u436410,2023-10-17,DE,iPhone,free
u821507,2020-11-02,US,Android Phone,free
u316682,2023-12-18,UK,iPad,premium
u382501,2023-03-17,MX,iPhone,basic
u691379,2023-05-16,UK,iPhone,free
u280304,2020-04-10,JP,Android Tablet,free
u929741,2020-02-26,US,Android Phone,enterprise
u569496,2021-09-28,AU,Windows,enterprise
u220810,2021-01-20,IN,Windows,free
u551473,2021-12-16,DE,Android Tablet,free
u730476,2021-02-08,BR,iPad,premium
u713166,2023-09-13,AU,iPad,free
u521663,2020-11-29,BR,iPhone,premium
u716868,2021-06-25,FR,iPad,premium
u825650,2023-06-09,CA,iPad,free
u394888,2022-02-04,UK,Mac,enterprise
u260293,2021-12-04,IN,Android Tablet,enterprise
u512148,2023-05-25,BR,iPad,free
u826768,2020-03-08,DE,Mac,basic
u597242,2021-09-18,IN,Android Tablet,enterprise
u056512,2020-10-08,DE,Mac,basic
u098554,2020-10-01,US,Android Phone,premium
u276546,2021-09-17,IN,Android Phone,basic
u811547,2020-04-24,US,iPad,enterprise
u375609,2021-09-09,BR,iPad,enterprise
u939360,2021-02-07,UK,iPhone,enterprise
u405965,2021-12-07,FR,Windows,basic
u536547,2021-01-01,US,Android Tablet,premium
u695242,2020-04-28,AU,iPhone,enterprise
u583344,2020-01-08,US,Windows,premium
u348175,2020-02-16,UK,Mac,premium
u780307,2023-03-28,DE,iPhone,free
u669638,2020-09-26,FR,Windows,free
u366579,2023-03-03,CA,Windows,premium
u972359,2021-05-14,UK,Mac,premium
u955495,2023-11-21,DE,iPad,free
u299791,2023-06-08,CA,Windows,enterprise
u404059,2020-04-12,JP,Mac,free
u766370,2021-05-20,AU,Windows,basic
u609004,2022-08-18,MX,iPad,enterprise
u923804,2020-09-11,IN,iPad,premium
u388142,2020-08-28,US,Android Phone,basic
u202725,2023-10-30,BR,Android Tablet,basic
u357676,2022-06-23,CA,Mac,free
u058673,2022-10-20,FR,iPad,free
u578811,2021-05-31,MX,Android Phone,enterprise
u478276,2021-07-21,MX,iPhone,free
u108365,2022-10-27,JP,Windows,basic
u846503,2023-02-04,CA,Android Tablet,free
u358257,2023-01-27,MX,Android Tablet,basic
u090993,2023-07-30,CA,Android Phone,premium
u870287,2022-11-28,DE,iPad,enterprise
u992097,2021-09-21,BR,iPhone,enterprise
u691805,2020-02-06,DE,Mac,enterprise
u943998,2021-10-21,MX,Windows,free
u411091,2020-08-23,CA,Android Tablet,basic
u443210,2021-02-21,BR,Android Phone,basic
u379461,2023-01-27,FR,Android Phone,free
u480041,2022-11-10,IN,Mac,enterprise
u718640,2020-01-18,CA,Windows,basic
u393411,2022-11-24,AU,iPhone,enterprise
u523851,2021-02-22,AU,Android Phone,basic
u725901,2023-08-20,JP,iPhone,basic
u752623,2020-05-04,US,Android Phone,premium
u135618,2023-04-09,IN,iPhone,basic
u243989,2020-11-20,MX,iPad,free
u334161,2023-12-23,US,Android Phone,premium
u678337,2022-06-25,CA,iPhone,free
u807648,2020-02-17,MX,iPad,basic
u986908,2023-02-19,US,iPad,free
u634188,2020-05-07,MX,Windows,premium
u798165,2022-08-07,MX,iPhone,enterprise
u849291,2020-12-15,DE,Windows,basic
u419242,2022-09-23,IN,Android Tablet,enterprise
u300643,2023-04-23,CA,iPhone,free
u143471,2021-04-25,DE,iPad,enterprise
u109733,2022-05-25,US,Android Tablet,free
u908249,2021-04-14,AU,iPhone,premium
u318703,2021-07-17,AU,Android Tablet,enterprise
u928084,2020-01-27,JP,Android Phone,basic
u634469,2022-11-28,AU,Windows,enterprise
u253450,2023-11-03,BR,iPad,premium
u452354,2021-10-23,JP,Windows,premium
u680022,2021-07-26,MX,Mac,enterprise
u797593,2021-12-21,CA,Mac,basic
u801853,2020-07-23,IN,iPad,free
u902659,2021-03-14,US,Android Tablet,free
u847331,2022-01-22,US,iPad,enterprise
u239180,2022-05-19,MX,Windows,enterprise
u470870,2023-09-22,FR,Android Tablet,basic
u855351,2023-04-16,IN,iPad,premium
u243469,2023-12-17,MX,iPhone,enterprise
u317980,2020-02-02,MX,Android Phone,free
u375147,2022-02-08,AU,Android Tablet,free
u313347,2022-09-05,JP,Android Tablet,free
u310802,2021-04-27,CA,iPhone,basic
u449958,2022-01-22,MX,Android Phone,free
u617767,2021-06-20,FR,Mac,basic
u156838,2023-05-11,IN,iPad,enterprise
u075290,2023-05-22,UK,Mac,enterprise
u038283,2021-07-18,CA,Android Phone,basic
u892512,2020-02-22,UK,iPhone,premium
u740082,2023-05-20,FR,Windows,premium
u947000,2021-09-03,AU,iPad,premium
u826892,2022-08-03,DE,Android Tablet,enterprise
u190051,2023-11-27,UK,Android Tablet,free
u851841,2020-06-18,CA,Android Tablet,basic
u727814,2020-01-04,AU,iPad,premium
u737804,2023-01-12,JP,iPhone,free
u084642,2022-11-28,CA,Mac,basic
u559040,2020-11-04,DE,Android Phone,free
u714764,2023-10-30,MX,Mac,basic
u777771,2020-06-10,AU,Android Tablet,basic
u704732,2022-11-02,MX,Android Tablet,enterprise
u941490,2023-07-25,JP,Android Tablet,enterprise
u251975,2023-03-05,US,iPad,enterprise
u863622,2021-11-01,DE,iPad,premium
u267261,2020-07-24,JP,Android Phone,enterprise
u648833,2022-07-22,AU,Android Phone,free
u759844,2020-12-21,DE,iPad,free
u218256,2020-10-02,DE,Android Tablet,premium
u744432,2022-07-19,CA,Mac,premium
u428878,2020-02-26,AU,Android Phone,premium
u825869,2021-11-28,MX,Android Phone,free
u017198,2020-05-01,CA,Mac,premium
u993090,2020-12-15,AU,Windows,basic
u048125,2020-01-18,CA,Windows,enterprise
u859357,2023-01-10,UK,Mac,enterprise
u458156,2021-03-24,DE,Android Phone,basic
u695794,2021-09-06,AU,iPad,enterprise
u735921,2020-07-26,CA,Mac,basic
u043965,2022-10-25,MX,Windows,free
u876023,2022-06-27,CA,Android Phone,free
u665896,2022-02-19,BR,iPhone,enterprise
u711424,2022-04-28,MX,Android Tablet,enterprise
u410860,2023-08-17,IN,Windows,free
u315913,2022-03-09,UK,Windows,basic
u901772,2020-01-26,CA,Windows,free
u328834,2022-04-30,JP,Android Phone,premium
u193733,2023-11-12,AU,iPad,free
u929619,2022-02-07,MX,Android Phone,basic
u148190,2021-11-13,MX,Android Tablet,basic
u880456,2021-06-15,AU,iPhone,enterprise
u967264,2020-11-06,UK,iPhone,basic
u037691,2023-06-07,US,iPhone,enterprise
u613436,2023-02-27,MX,Android Tablet,basic
u799855,2021-11-29,AU,Mac,premium
u260887,2020-08-03,FR,Mac,basic
u278264,2023-06-11,UK,Android Tablet,enterprise
u259789,2023-07-04,JP,iPad,free
u577659,2020-09-11,BR,Android Phone,free
u785089,2021-12-07,DE,Android Tablet,premium
u228475,2023-12-22,AU,Android Tablet,free
u267638,2023-07-12,IN,Windows,basic
u221933,2020-12-04,BR,iPad,free
u940548,2021-04-25,JP,Android Tablet,free
u844694,2022-06-03,BR,iPhone,enterprise
u067190,2020-12-19,UK,Android Tablet,basic
u754066,2021-03-04,US,Android Phone,enterprise
u638163,2022-10-12,BR,Android Phone,enterprise
u539245,2021-12-13,BR,iPhone,basic
u105314,2020-11-20,US,Mac,premium
u027230,2020-02-10,DE,iPhone,premium
u830936,2021-08-23,DE,iPad,enterprise
u196809,2023-08-28,UK,Android Tablet,free
u221698,2021-01-28,JP,Mac,basic
u493976,2021-12-30,DE,Android Tablet,basic
u698401,2021-06-21,IN,Android Tablet,basic
u939579,2022-04-14,CA,iPad,basic
u925905,2020-04-20,MX,Android Phone,enterprise
u764696,2022-08-19,UK,iPad,enterprise
u157594,2022-01-23,MX,Mac,enterprise
u020353,2020-11-19,JP,Android Phone,basic
u675303,2021-07-13,JP,iPhone,enterprise
u939016,2022-02-10,BR,Android Phone,basic
u245689,2022-10-22,DE,iPhone,premium
u412382,2022-03-19,DE,iPad,basic
u460462,2020-10-26,MX,Android Phone,enterprise
u350911,2020-07-14,US,Android Phone,premium
u622665,2022-09-08,DE,iPad,free
u130315,2022-05-11,DE,Android Tablet,basic
u074107,2021-03-19,IN,Android Tablet,free
u284520,2021-11-16,JP,iPad,basic
u566736,2020-10-22,MX,iPhone,basic
u606329,2022-10-25,IN,Android Tablet,free
u283596,2022-10-21,US,Windows,free
u338299,2020-01-11,CA,iPhone,basic
u958527,2020-07-12,FR,Windows,premium
u624343,2021-08-19,FR,Windows,basic
u067572,2023-01-10,CA,iPhone,premium
u946407,2020-10-21,US,iPhone,basic
u341634,2022-03-28,UK,Android Tablet,enterprise
u754203,2021-07-23,FR,iPhone,premium
u532108,2022-01-10,JP,Windows,enterprise
u122981,2021-06-15,US,Windows,enterprise
u497641,2021-02-21,CA,Mac,basic
u773444,2020-09-15,DE,iPad,enterprise
u087336,2022-07-09,FR,Android Tablet,free
u972855,2023-04-15,FR,Android Tablet,premium
u480789,2020-03-08,US,Android Phone,free
u178467,2020-06-06,JP,Windows,basic
u747015,2023-12-29,IN,Android Tablet,premium
u142752,2022-12-18,MX,iPad,premium
u490582,2021-05-01,IN,iPad,basic
u000343,2023-06-07,DE,iPad,free
u514501,2022-12-13,UK,iPad,free
u989898,2023-03-02,CA,iPhone,free
u828091,2020-09-29,DE,Android Tablet,basic
u573623,2022-05-08,JP,Mac,enterprise
u725811,2023-09-03,DE,Mac,free
u772527,2023-07-30,DE,Android Phone,premium
u539564,2022-03-26,AU,iPhone,free
u321343,2021-12-29,BR,Windows,premium
u310065,2023-11-24,MX,iPhone,enterprise
u193029,2023-08-23,UK,Mac,free
u182424,2020-06-21,DE,Android Phone,basic
u260878,2022-07-13,UK,iPad,basic
u132878,2022-06-19,AU,Windows,free
u594201,2020-08-13,UK,iPad,free
u748605,2022-12-03,CA,Android Tablet,enterprise
u844314,2023-07-13,JP,iPad,premium
u468538,2022-06-14,CA,Android Tablet,enterprise
u040301,2020-04-02,CA,Mac,free
u939124,2021-03-01,AU,iPhone,free
u885158,2021-07-10,UK,iPhone,free
u387839,2021-07-12,JP,Windows,enterprise
u911397,2021-04-11,US,Android Phone,premium
u011845,2020-09-08,DE,Windows,free
u909735,2022-05-15,UK,Windows,basic
u356868,2020-04-27,UK,iPad,basic
u389960,2020-12-01,AU,Windows,enterprise
u977521,2020-09-05,MX,Android Tablet,premium
u722142,2022-12-02,CA,Android Tablet,premium
u041868,2021-03-26,US,Mac,basic
u936239,2022-11-27,MX,iPhone,premium
u668682,2022-08-03,BR,Windows,enterprise
u218259,2023-10-18,JP,iPad,basic
u303421,2021-02-13,CA,Windows,basic
u752155,2021-10-14,FR,iPad,basic
u709353,2022-08-26,JP,Android Phone,basic
u438309,2021-10-12,FR,Android Phone,enterprise
u530855,2022-01-20,BR,Android Phone,free
u843123,2021-06-29,FR,Mac,basic
u555954,2023-05-17,UK,iPad,premium
u093198,2020-09-26,IN,Android Tablet,enterprise
u447254,2023-01-18,JP,Windows,enterprise
u744046,2020-11-18,JP,iPhone,basic
u653058,2023-01-27,JP,iPhone,enterprise
u163603,2022-11-08,CA,Windows,premium
u015007,2022-01-28,US,Windows,enterprise
u785218,2021-06-04,BR,iPad,basic
u451459,2022-07-27,IN,Mac,enterprise
u962931,2021-03-01,UK,Mac,basic
u878880,2022-12-29,DE,Mac,premium
u632171,2022-12-30,IN,Mac,premium
u204147,2020-07-19,DE,Android Tablet,premium
u407824,2022-01-19,DE,Android Tablet,basic
u655645,2021-12-10,UK,Android Phone,premium
u280970,2023-09-18,CA,Android Phone,premium
u656712,2022-09-28,IN,Mac,free
u470448,2022-10-01,JP,iPhone,premium
u577132,2023-02-13,FR,iPhone,free
u511243,2020-01-31,AU,Mac,basic
u176382,2022-03-19,IN,Android Tablet,free
u959794,2020-08-31,FR,iPad,basic
u338653,2023-12-21,FR,iPad,basic
u959632,2023-05-24,UK,Mac,basic
u213424,2020-01-26,DE,iPad,basic
u362526,2023-12-25,CA,Android Phone,free
u598672,2022-11-12,MX,iPad,enterprise
u244669,2023-06-04,AU,Mac,premium
u958589,2021-06-11,FR,Android Tablet,premium
u689729,2020-06-10,FR,iPad,enterprise
u386584,2023-08-20,FR,iPad,premium
u731984,2020-04-15,CA,iPhone,premium
u295011,2023-05-22,US,iPhone,premium
u188490,2020-02-21,AU,Mac,enterprise
u961048,2020-07-06,FR,Android Tablet,premium
u543698,2023-12-06,JP,iPad,premium
u492787,2022-10-02,JP,Android Phone,premium
u702974,2020-08-17,FR,Windows,enterprise
u732234,2022-05-25,US,Mac,enterprise
u804097,2023-04-02,JP,Android Phone,premium
u728182,2022-03-09,IN,Android Phone,free
u187818,2020-09-21,UK,iPhone,enterprise
u888510,2022-03-14,UK,Mac,enterprise
u764528,2021-04-06,MX,iPad,premium
u194097,2023-12-13,MX,Mac,enterprise
u694560,2022-08-15,US,Android Tablet,premium
u573799,2021-03-22,US,iPad,free
u821359,2020-06-19,FR,iPhone,enterprise
u645834,2022-03-16,MX,Android Phone,basic
u355250,2022-02-19,JP,iPhone,basic
u443027,2023-01-26,IN,iPhone,premium
u961912,2023-01-25,CA,Mac,free
u572212,2020-02-07,AU,Android Tablet,premium
u128640,2023-07-30,BR,iPad,premium
u658008,2023-08-08,CA,Android Phone,premium
u880423,2022-12-23,CA,Android Tablet,enterprise
u160266,2023-10-03,CA,Windows,basic
u995379,2022-09-04,AU,iPhone,free
u872484,2023-05-29,DE,Windows,basic
u527911,2023-01-23,US,iPad,free
u385054,2020-06-30,AU,Android Tablet,free
u721852,2021-11-25,AU,Mac,premium
u612232,2020-05-05,MX,Android Tablet,basic
u953389,2020-07-25,JP,iPad,free
u137150,2020-01-24,IN,Mac,premium
u088214,2020-02-18,FR,Android Phone,basic
u710795,2020-12-28,BR,Android Tablet,premium
u820125,2020-03-20,JP,Android Phone,basic
u758072,2020-01-27,MX,Android Tablet,premium
u030291,2022-03-30,AU,iPad,enterprise
u124894,2023-06-24,DE,Android Tablet,premium
u662146,2023-11-10,JP,Android Tablet,enterprise
u842260,2021-03-22,JP,Android Tablet,premium
u748402,2023-12-04,US,iPad,free
u188132,2021-05-12,MX,Android Tablet,enterprise
u090881,2021-07-13,JP,Windows,enterprise
u099201,2022-03-20,UK,iPhone,premium
u498369,2021-11-09,BR,iPhone,free
u566712,2020-05-22,IN,Android Tablet,basic
u789580,2020-02-09,FR,iPhone,basic
u063629,2023-07-21,US,iPhone,basic
u555681,2022-07-20,FR,Android Phone,enterprise
u451269,2022-12-28,CA,iPad,free
u107615,2021-07-18,MX,Android Phone,premium
u949355,2023-11-16,BR,Android Tablet,premium
u318874,2023-06-17,UK,Windows,enterprise
u325629,2023-10-10,FR,Mac,basic
u855211,2020-10-15,UK,Windows,enterprise
u808265,2022-01-29,IN,Android Tablet,enterprise
u597208,2021-02-16,CA,Mac,basic
u092133,2022-09-28,AU,iPhone,free
u436425,2020-02-03,BR,Windows,enterprise
u577047,2021-03-24,BR,Android Tablet,free
u593272,2021-01-01,BR,Android Tablet,basic
u428316,2022-04-20,IN,Android Tablet,basic
u696909,2022-10-17,BR,iPhone,premium
u103176,2023-03-26,UK,iPhone,enterprise
u552858,2022-10-08,JP,Android Phone,basic
u214820,2023-08-10,IN,Android Phone,premium
u546910,2021-01-02,CA,Mac,enterprise
u288383,2021-08-02,MX,Mac,free
u784741,2020-06-14,FR,Mac,enterprise
u857371,2020-10-08,MX,Android Phone,premium
u411783,2020-03-13,JP,Android Phone,basic
u165528,2023-09-30,IN,Android Phone,enterprise
u293672,2021-10-08,FR,Windows,enterprise
u163624,2021-06-20,BR,Android Tablet,premium
u583785,2020-06-01,FR,Android Tablet,premium
u012350,2020-09-28,DE,Mac,enterprise
u994936,2023-09-16,DE,Android Phone,free
u492973,2022-06-16,IN,iPad,free
u452310,2023-04-10,UK,Android Tablet,enterprise
u196104,2022-02-04,IN,Android Phone,free
u853226,2021-01-27,AU,Android Phone,enterprise
u274530,2020-03-09,MX,Mac,basic
u676033,2023-07-20,BR,Android Phone,free
u779244,2020-10-07,US,Windows,free
u635187,2022-11-12,UK,iPhone,basic
u792867,2023-01-02,JP,iPad,premium
u408533,2020-03-01,UK,Android Tablet,premium
u624886,2023-02-08,CA,Mac,enterprise
u188659,2020-08-16,JP,Mac,basic
u716266,2022-02-22,MX,Mac,premium
u186421,2021-07-27,FR,Android Phone,premium
u178947,2022-05-22,FR,iPhone,enterprise
u444088,2022-05-11,FR,Windows,premium
u275906,2022-04-28,CA,Windows,enterprise
u024092,2022-05-29,UK,iPhone,enterprise
u797610,2022-01-29,BR,Windows,basic
u194501,2022-12-24,AU,Windows,basic
u775406,2023-02-20,CA,iPad,free
u909380,2022-08-16,IN,Windows,enterprise
u142069,2022-05-25,DE,Mac,basic
u851457,2023-12-31,FR,Windows,free
u259756,2023-06-05,US,Android Tablet,premium
u011731,2022-12-15,MX,iPhone,premium
u637542,2020-08-03,US,Windows,basic
u895040,2021-12-09,IN,iPad,basic
u802689,2020-07-26,IN,Android Phone,free
u807473,2023-07-14,DE,Mac,basic
u728306,2022-09-26,JP,Android Phone,free
u556849,2022-06-03,CA,iPhone,basic
u627761,2023-07-23,DE,iPhone,enterprise
u553441,2021-03-05,US,Windows,basic
u494324,2020-02-22,IN,iPad,premium
u109957,2021-01-05,AU,iPad,free
u120849,2023-01-27,JP,iPad,basic
u850959,2022-03-29,CA,iPhone,basic
u856780,2020-07-07,US,Android Phone,free
u911760,2023-11-24,IN,iPad,premium
u142948,2022-12-09,BR,iPad,basic
u159045,2021-08-02,UK,Mac,basic
u063464,2021-10-26,BR,Windows,enterprise
u818651,2021-09-20,UK,iPhone,basic
u001245,2023-07-29,US,Android Phone,free
u926939,2020-02-27,CA,Windows,enterprise
u308032,2023-07-21,US,Android Tablet,basic
u645191,2022-11-15,MX,iPhone,basic
u186082,2021-05-21,IN,Windows,basic
u352923,2021-07-27,MX,Android Phone,basic
u787353,2020-10-18,CA,Windows,enterprise
u228936,2023-08-09,UK,iPad,basic
u167108,2020-07-26,UK,Android Tablet,premium
u852303,2022-01-06,BR,iPhone,premium
u611668,2020-11-19,BR,Android Phone,enterprise
u449810,2022-10-01,JP,Mac,basic
